pl_name,sy_snum,pl_orbsmax,pl_rade,st_rad,sy_dist
HD 103197 b,1,0.25,5.83,0.88,57.1463
HD 103720 b,1,0.0498,14.1,0.73,45.5352
HD 103774 b,2,0.07,13.3,1.58,56.4089
HD 103891 b,1,3.27,13.2,2.22,55.5213
HD 103949 b,1,0.439,3.35,0.75,26.4997
HD 104067 b,1,0.2674,9.2,0.78,20.3632
HD 104067 c,1,0.1058,3.69,0.78,20.3632
HD 10442 b,1,2.01,13.6,1.97,135.374
HD 104985 b,1,0.715,12.8,11.12,100.576
HD 105618 b,1,0.091,5.44,1.27,70.0837
HD 105618 c,1,35.731,11.9,1.27,70.0837
HD 105779 b,1,3.38,14.1,0.94,55.2411
HD 106252 b,1,2.61,12.5,1.1,38.185
HD 106270 b,1,3.34,12.4,2.66,93.808
HD 106315 b,1,0.0907,2.44,1.3,109.353
HD 106315 c,1,0.1536,4.35,1.3,109.353
HD 10647 b,1,2.015,13.8,1.1,17.3357
HD 106515 A b,2,4.491,12.5,0.91,34.0915
HD 106906 b,1,650,12.4,2.12,103.029
HD 10697 b,1,2.051,12.8,1.86,33.1205
HD 107148 b,2,0.269,9.6,1.17,49.4156
HD 107148 c,2,0.1407,4.7,1.17,49.4156
HD 108147 b,1,0.102,10.9,1.21,38.92
HD 108202 b,1,3.7,13.1,0.66,38.6846
HD 108236 b,1,0.04527,1.615,0.88,64.5978
HD 108236 c,1,0.062,2.071,0.88,64.5978
HD 108236 d,1,0.1074,2.539,0.88,64.5978
HD 108236 e,1,0.1367,3.083,0.88,64.5978
HD 108236 f,1,0.1758,2.017,0.88,64.5978
HD 108341 b,2,2,13.3,0.79,48.9102
HD 108863 b,1,1.32,13.3,5.74,164.742
HD 108874 b,1,1.04,13.6,1.05,59.5175
HD 108874 c,1,2.659,13.8,1.09,59.5175
HD 109246 b,1,0.33,13.9,1.07,67.8349
HD 109271 b,1,0.079,4.31,1.29,55.8716
HD 109271 c,1,0.196,5.27,1.29,55.8716
HD 109286 b,1,1.259,13.2,1.09,55.4156
HD 109749 b,2,0.0615,11.1,1.22,63.0821
HD 10975 b,1,0.95,14.3,11.16,116.506
HD 109833 b,1,0,2.888,1,79.5561
HD 109833 c,1,0,2.59,1,79.5561
HD 109988 b,1,12.518,12.1,0.87,42.5279
HD 110014 b,1,2.14,12.4,20.9,100.758
HD 110067 b,3,0.0793,2.2,0.79,32.1585
HD 110067 c,3,0.1039,2.388,0.79,32.1585
HD 110067 d,3,0.1362,2.852,0.79,32.1585
HD 110067 e,3,0.1785,1.94,0.79,32.1585
HD 110067 f,3,0.2163,2.601,0.79,32.1585
HD 110067 g,3,0.2621,2.607,0.79,32.1585
HD 110082 b,2,0.113,3.2,1.19,105.096
HD 110113 b,1,0.035,2.05,0.97,106.307
HD 110113 c,1,0.068,2.114,0.97,106.307
HD 110537 b,1,16.714,11.9,1.17,45.0858
HD 11112 b,1,13.38,12.6,1.47,44.3804
HD 111232 b,1,2.148,12.6,0.9,28.9571
HD 111232 c,1,17.25,12.2,0.9,28.9571
HD 111591 b,1,2.5,12.9,8.03,114.166
HD 111998 b,1,1.91,12.9,1.45,33.2237
HD 112300 b,1,1.33,12.2,65.8,62.07324
HD 112570 b,1,3.9,13.1,9.85,101.166
HD 112640 b,1,1.7,12.9,39,323.335
HD 113337 b,1,1.022,13.1,1.5,36.18
HD 113337 c,1,6.805,12.1,1.53,36.18
HD 11343 c,2,0.923,13.9,6.78,155.121
HD 113538 b,1,1.24,13.2,0.53,16.2817
HD 113538 c,1,2.44,13.8,0.53,16.2817
HD 113996 b,2,1.6,12.7,25.11,116.334
HD 114082 b,1,0.5109,11.209,1.49,95.3906
HD 114386 b,1,1.73,13.7,0.76,27.9243
HD 114729 b,2,2.067,13.9,1.47,37.8063
HD 114783 b,1,1.16,13.7,0.84,21.0628
HD 114783 c,1,5,13.4,0.84,21.0628
HD 11505 b,1,20.247,12.6,1.2,38.9679
HD 11506 b,1,2.8,12.9,1.24,51.261
HD 11506 c,1,0.75,13.4,1.34,51.261
HD 11506 d,1,12.235,12.6,1.24,51.261
HD 115404 A b,1,0.088,6.09,0.73,10.9816
HD 115404 A c,1,11.364,12.5,0.73,10.9816
HD 115954 b,1,5,12.6,1.21,87.6437
HD 116029 b,2,1.65,13.6,4.89,123.245
HD 116029 c,2,0,13.7,4.6,123.245
HD 117207 b,1,3.787,13.4,1.07,32.3547
HD 11755 b,1,1.09,12.8,20.58,235.045
HD 117618 b,1,0.18,8.59,1.2,37.7781
HD 118203 b,1,0.0701,12.554,2.03,92.2589
HD 118203 c,1,6.2,12.4,2.03,92.2589
HD 11964 b,2,3.16,14.1,2.01,33.5369
HD 11964 c,2,0.229,5.38,2.01,33.5369
HD 11977 b,1,1.93,12.7,10.09,67.9331
HD 120084 b,1,4.21,12.7,10.37,103.044
HD 121504 b,1,0.33,13.6,1.07,41.6592
HD 12235 b,1,0.054,3.23,1.8,31.7627
HD 12235 c,1,22.21,12.5,1.8,31.7627
HD 122562 c,1,0.406,10.1,2.17,53.2528
HD 124330 b,1,0.86,14,1.3,60.1977
HD 12484 b,1,0.297,13.2,1,48.3367
HD 125271 b,1,10.817,12.4,0.75,39.3466
HD 125390 b,1,3.496,11.9,6.47,153.647
HD 125595 b,1,0.08,2.4,0.74,28.1989
HD 125612 b,2,1.349,13.2,1.07,57.6207
HD 125612 c,2,0.051,4.07,1.05,57.6207
HD 125612 d,2,3.982,12.7,1.05,57.6207
HD 12648 b,1,0.54,13.4,11.02,182.192
HD 126525 b,1,1.837,10.3,0.98,37.6506
HD 12661 b,1,0.84,13.3,1.2,37.8478
HD 12661 c,1,2.8145,13.4,1.11,37.8478
HD 126614 b,3,2.249,12.7,1.37,73.0961
HD 127506 b,1,0.287,5.67,0.74,22.5279
HD 128311 b,1,1.084,13.5,0.76,16.3292
HD 128311 c,1,1.74,13,0.76,16.3292
HD 128356 b,1,0.87,13.9,0.85,26.1548
HD 129445 b,1,2.9,13.3,1.18,67.4386
HD 130322 b,1,0.0925,13.7,0.85,31.8766
HD 131496 b,1,2.01,13.4,4.44,131.849
HD 13167 b,1,4.1,13.1,2.39,148.934
HD 13189 b,1,1.25,12.4,38.41,497.823
HD 132406 b,1,1.98,12.8,1.34,70.7832
HD 132563 b,3,2.62,13.6,1.3,105.155
HD 133131 A b,2,1.44,13.6,0.96,51.4736
HD 133131 A c,2,4.49,14.3,0.96,51.4736
HD 133131 B b,2,6.15,13.3,0.99,51.2993
HD 134060 b,1,0.0444,3.16,1.16,24.0125
HD 134060 c,1,2.3928,5.91,1.16,24.0125
HD 134606 b,1,0.1046,2.97,1.16,26.7909
HD 134606 c,1,0.3007,3.37,1.16,26.7909
HD 134606 d,1,1.941,7.59,1.16,26.7909
HD 134606 e,1,0.0527,1.33,1.16,26.7909
HD 134606 f,1,0.1784,2.24,1.16,26.7909
HD 134987 b,1,0.81,13.5,1.22,26.1804
HD 134987 c,1,5.8,13.9,1.25,26.1804
HD 135625 b,1,5.4,13.3,1.36,56.518
HD 135694 b,1,0.12,2.532,1.07,73.8713
HD 135872 b,1,4.172,12.8,3.93,82.4251
HD 136118 b,1,2.327,12.3,1.68,51.4359
HD 136352 b,1,0.0964,1.664,1.06,14.682
HD 136352 c,1,0.1721,2.916,1.06,14.682
HD 136352 d,1,0.425,2.562,1.06,14.682
HD 136418 b,1,1.29,13.3,3.78,105.168
HD 136925 b,1,5.13,13.9,1.19,47.874
HD 13724 c,1,0.534,8.18,1.04,43.465
HD 137388 b,1,0.89,9.32,0.88,40.4841
HD 137496 b,1,0.02732,1.31,1.59,155.317
HD 137496 c,1,1.2163,12.6,1.59,155.317
HD 13808 b,1,0.10519,3.35,0.78,28.2305
HD 13808 c,1,0.2554,3.13,0.78,28.2305
HD 13908 b,1,0.154,13.9,1.67,79.5515
HD 13908 c,1,2.03,12.8,1.67,79.5515
HD 13931 b,1,5.15,13.2,1.25,47.3963
HD 139357 b,1,2.949,12.1,11.47,112.09
HD 1397 b,1,0.1097,11.5,2.34,79.5702
HD 14067 b,1,5.15,12.2,12.4,142.024
HD 140901 b,1,0.085,4.07,0.95,15.2528
HD 140901 c,1,11.8,13.4,0.95,15.2528
HD 141004 b,1,0.1238,3.77,1.39,11.8148
HD 141399 b,1,0.415,14.3,1.39,37.0169
HD 141399 c,1,0.689,13.6,1.39,37.0169
HD 141399 d,1,2.09,13.7,1.39,37.0169
HD 141399 e,1,5,14.1,1.39,37.0169
HD 141937 b,1,1.5,12.5,1.03,33.3622
HD 142 A d,2,0.474,10.9,1.41,26.1853
HD 142 b,2,1.039,12.7,1.47,26.1853
HD 142 c,2,9.811,12.4,1.47,26.1853
HD 142022 A b,2,2.93,12.9,1.04,34.2802
HD 142245 b,3,2.78,13.1,4.63,97.2305
HD 142415 b,1,1.06,13.5,1.04,35.5318
HD 143105 b,1,0.0379,13.7,1.65,46.7789
HD 143361 b,1,1.988,12.9,0.92,68.5146
HD 144899 b,1,0.242,4.77,1.65,115.665
HD 145377 b,1,0.45,12.8,1.05,53.4884
HD 145457 b,1,0.762,13.2,9.9,135.292
HD 145675 c,1,11.924,12.9,1,17.9323
HD 145934 b,1,4.89,13.4,6.93,227.881
HD 1461 b,1,0.0634,2.42,1.15,23.4534
HD 1461 c,1,0.1117,2.23,1.15,23.4534
HD 147018 b,1,0.2388,13.4,0.94,40.4256
HD 147018 c,1,1.922,12.7,0.94,40.4256
HD 147379 b,2,0.3193,4.94,0.63,10.7643
HD 147513 b,2,1.32,13.7,0.98,12.9032
HD 14787 b,1,1.7,13.7,5.01,119.137
HD 147873 b,2,0.522,12.8,2.29,109.055
HD 147873 c,2,1.36,13.3,2.29,109.055
HD 148156 b,1,2.45,13.9,1.21,57.1289
HD 148164 b,1,0.993,13.7,1.34,77.1971
HD 148164 c,1,6.15,12.8,1.34,77.1971
HD 148427 b,1,1.04,13.6,3.86,71.3499
HD 149026 b,1,0.04364,8.295,1.41,75.8643
HD 149143 b,1,0.053,13.6,1.44,73.2801
HD 149806 b,1,12.404,12.3,0.89,20.2727
HD 150010 b,1,1.4,13.3,16.2,144.49
HD 1502 b,1,1.262,13.2,4.67,190.953
HD 150706 b,1,6.7,13.3,0.96,28.2697
HD 151450 b,1,0.16,6.94,1.17,43.6002
HD 151450 c,1,14.131,12.8,1.17,43.6002
HD 152079 b,1,4.187,13.2,1.13,87.8888
HD 152581 b,1,1.66,13.4,5.14,165.76
HD 152843 b,1,0.1053,3.41,1.43,107.898
HD 152843 c,1,0,5.83,1.43,107.898
HD 15337 b,1,0.0522,1.64,0.86,44.8155
HD 15337 c,1,0.1268,2.39,0.86,44.8155
HD 153557 b,1,0.068,4.77,0.75,17.9412
HD 153557 c,1,0.111,4.36,0.75,17.9412
HD 153557 d,1,21.449,11.9,0.75,17.9412
HD 153950 b,1,1.28,13.2,1.28,48.4549
HD 154088 b,1,0.134,2.46,0.95,18.2692
HD 154345 b,1,4.21,13.7,0.85,18.284
HD 154391 b,1,7.46,12.5,8.56,100.947
HD 154672 b,1,0.6,12.8,1.32,63.0484
HD 154857 b,1,1.29,13.3,2.3,63.4482
HD 154857 c,1,5.36,13.2,1.76,63.4482
HD 155193 b,1,1.04,14,1.76,57.7995
HD 155358 b,1,0.63,13.8,1.38,43.6197
HD 155358 c,1,1.02,13.9,1.38,43.6197
HD 155918 b,1,0.03,2.67,1.02,27.561
HD 155918 c,1,13.183,12.8,1.02,27.561
HD 156098 b,1,0.167,4.12,2.76,48.249
HD 156098 c,1,8.415,12.8,2.76,48.249
HD 156279 b,1,0.502,12.5,0.95,36.1945
HD 156279 c,1,5.486,12.5,0.97,36.1945
HD 156411 b,1,1.88,14,2.16,56.8655
HD 156668 b,1,0.05,1.87,0.72,24.3323
HD 156668 c,1,1.57,6.17,0.77,24.3323
HD 156846 b,2,1.12,12.4,1.9,47.7332
HD 158038 b,1,1.5,13.5,4.5,94.8625
HD 158259 b,1,0,1.282,1.21,27.0498
HD 158259 c,1,0,2.23,1.21,27.0498
HD 158259 d,1,0,2.18,1.21,27.0498
HD 158259 e,1,0,2.34,1.21,27.0498
HD 158259 f,1,0,2.35,1.21,27.0498
HD 158996 b,1,2.1,12.3,50.3,283.659
HD 15906 b,1,0.09,2.24,0.76,45.5621
HD 15906 c,1,0.141,2.93,0.76,45.5621
HD 159243 b,1,0.11,13.7,1.12,73.3055
HD 159243 c,1,0.8,13.4,1.12,73.3055
HD 159868 b,1,2.32,13.3,2.13,55.8503
HD 159868 c,1,1.032,14,2.13,55.8503
HD 1605 b,1,1.492,13.8,3.49,88.8047
HD 1605 c,1,3.584,13,3.49,88.8047
HD 160691 b,1,1.5,0,1.33,15.5981
HD 160691 c,1,4.17,0,1.33,15.5981
HD 160691 d,1,0.09286,3.17,1.33,15.5981
HD 160691 e,1,0.934,0,1.33,15.5981
HD 161178 b,1,0.85,14.1,10.95,107.188
HD 16141 b,2,0.36,10.9,1.48,37.7861
HD 16175 b,1,2.12,12.8,1.72,59.859
HD 162020 b,1,0.08,12.5,0.75,30.8248
HD 163607 b,1,0.362,13.9,1.76,67.7855
HD 163607 c,1,2.39,13.3,1.76,67.7855
HD 16417 b,2,0.14,5,1.64,25.3936
HD 164509 b,2,0.87,14.3,1.11,53.1119
HD 164595 b,2,0.23,4.16,1.02,28.254
HD 164604 b,1,1.331,12.3,0.77,39.3633
HD 164922 b,1,2.16,13.3,0.95,22.0016
HD 164922 c,1,0.341,3.66,0.95,22.0016
HD 164922 d,1,0.103,1.83,0.95,22.0016
HD 164922 e,1,0.2292,3.23,1,22.0016
HD 165131 b,1,3.54,12.1,1.06,57.4263
HD 165155 b,1,1.13,13.2,0.95,63.3574
HD 1666 b,1,0.94,12.7,1.93,117.908
HD 166724 b,1,5.42,13,0.8,45.1342
HD 167042 b,1,1.22,13.6,4.63,49.6633
HD 167677 b,1,2.877,13.2,0.95,54.3258
HD 167768 b,1,0.1512,13.9,9.7,107.214
HD 168009 b,1,0.1192,3.05,1.21,23.3032
HD 168443 b,1,0.292,12.6,1.71,39.6245
HD 168443 c,1,2.842,12.2,1.71,39.6245
HD 168746 b,1,0.07,11.1,1.09,41.5681
HD 168863 b,1,10.961,12.7,0.78,39.8979
HD 1690 b,1,1.36,12.5,21.66,752.615
HD 16905 b,1,8.8,12.4,0.77,39.7401
HD 169142 b,1,37.2,13.1,1.54,113.6
HD 169830 b,1,0.765,13.2,1.94,37.6048
HD 169830 c,1,3.075,12.6,1.94,37.6048
HD 170469 b,2,2.24,14.1,1.24,60.178
HD 17092 b,1,1.31,12.5,13.58,228.422
HD 171028 b,1,1.32,13.2,2.47,111.659
HD 171238 b,1,2.57,12.5,1.01,44.8113
HD 17156 b,1,0.16278,12.33,1.55,78.0863
HD 173416 b,1,1.158,13.4,13.5,132.184
HD 174205 b,1,1.7,13,26.6,234.027
HD 175167 b,1,2.4,12.3,1.75,71.0863
HD 175541 b,1,0.975,14.1,4.19,129.603
HD 175607 b,1,0,2.94,0.7,40.3303
HD 17674 b,1,1.42,13.9,1.18,44.4264
HD 176986 b,1,0.06296,2.26,0.78,27.7843
HD 176986 c,1,0.11878,2.98,0.78,27.7843
HD 177565 b,1,0.246,4,0.97,16.9179
HD 177830 b,2,1.14,13.5,3.26,62.7674
HD 177830 c,2,0.5137,7.87,2.62,62.7674
HD 178911 B b,3,0.34,12.6,1.08,40.9727
HD 179079 b,1,0.1214,5.48,1.63,69.7116
HD 179949 b,1,0.0443,13.9,1.27,27.4573
HD 180053 b,1,0.843,13.3,4.06,137.043
HD 18015 b,1,3.87,13.1,3.13,123.801
HD 180314 b,1,1.448,12,9.2,122.362
HD 180617 b,2,0.343,3.53,0.48,5.91059
HD 180902 b,2,1.4,13.5,4.16,104.577
HD 181234 b,1,7.427,12.5,1.06,47.7458
HD 181342 b,1,1.592,13.2,4.71,120.391
HD 18143 b,1,0.088,3.28,0.87,22.5243
HD 18143 c,1,17.53,12.5,0.87,22.5243
HD 181433 b,1,0.08,2.4,0.79,26.8762
HD 181433 c,1,1.76,14.1,0.81,26.8762
HD 181433 d,1,3,14.2,0.81,26.8762
HD 181720 b,1,1.85,14,1.5,60.2046
HD 183263 b,1,1.46,13.1,1.23,54.1955
HD 183263 c,1,5.585,12.5,1.29,54.1955
HD 183579 b,1,0.1322,3.49,0.96,57.2651
HD 184010 b,1,0.94,12.1,4.86,60.7993
HD 184010 c,1,1.334,11.8,4.86,60.7993
HD 184010 d,1,1.92,14.3,4.86,60.7993
HD 18438 b,1,2.1,12.1,88.48,224.146
HD 185269 b,3,0.077,13.8,2,51.9917
HD 185283 b,1,4.6,13.6,0.74,31.395
HD 18599 b,2,0.048,2.6,0.77,38.5653
HD 187085 b,1,2.1,13.9,1.27,45.8993
HD 187123 b,1,0.0426,14.2,1.15,45.9548
HD 187123 c,1,4.89,13.4,1.15,45.9548
HD 18742 b,1,1.82,13.1,5.13,162.685
HD 188015 b,2,1.203,13.6,1.13,50.6706
HD 188641 b,1,12.027,11.9,1.94,64.3399
HD 189567 b,1,0.111,2.85,1.04,17.9055
HD 189567 c,1,0.197,2.54,1.04,17.9055
HD 189733 b,2,0.03126,12.666,0.75,19.7638
HD 190007 b,1,0.092,4.06,0.79,12.7141
HD 190228 b,1,2.406,12.9,2.59,62.7146
HD 190360 b,2,3.9,13.4,1.14,16.0069
HD 190360 c,2,0.1304,4.59,1.17,16.0069
HD 190647 b,1,2.231,13.4,1.38,54.4738
HD 190984 b,1,5.5,13,1.53,148.187
HD 191806 b,1,2.749,12.5,1.4,65.6668
HD 191939 b,1,0.0804,3.41,0.94,53.6089
HD 191939 c,1,0.1752,3.195,0.94,53.6089
HD 191939 d,1,0.2132,2.995,0.94,53.6089
HD 191939 e,1,0.407,13,0.94,53.6089
HD 191939 f,1,3.2,13.4,0.94,53.6089
HD 191939 g,1,0.812,3.74,0.94,53.6089
HD 192263 b,1,0.15,14.2,0.74,19.6359
HD 192310 b,1,0.32,4.27,0.86,8.79687
HD 192310 c,1,1.18,5.25,0.81,8.79687
HD 192699 b,1,1.063,13.4,4.41,71.8627
HD 194490 b,1,11.116,12.4,1.15,80.2349
HD 195019 b,2,0.14,13,1.48,37.6681
HD 196050 b,3,2.65,12.9,1.42,50.6742
HD 196067 b,2,5.02,12.3,1.73,39.9346
HD 19615 b,1,1.1,12.6,32.3,265.155
HD 196885 A b,2,2.37,13.2,1.31,34.1692
HD 197037 b,2,2.07,13.9,1.1,33.1944
HD 199509 b,1,0.426,7.43,0.92,24.3056
HD 19994 b,3,1.305,13.6,1.8,22.5242
HD 20003 b,1,0.0974,3.43,0.92,41.8316
HD 20003 c,1,0.1964,3.89,0.92,41.8316
HD 200964 b,1,1.565,13.5,4.92,72.5922
HD 200964 c,1,1.96,13.7,4.92,72.5922
HD 202206 c,2,2.41,12.2,1.04,45.9665
HD 202696 b,1,1.566,0,6.43,188.546
HD 202696 c,1,2.342,0,6.43,188.546
HD 202772 A b,2,0.05208,17.318,2.59,161.498
HD 203030 b,1,487.1,14.46,0.86,39.2503
HD 20329 b,1,0.018,1.72,1.13,63.6796
HD 203387 b,1,1.771,13.1,10.59,61.7477
HD 203387 c,1,5.067,12.6,10.59,61.7477
HD 2039 b,1,2.2,12.7,1.19,85.6922
HD 204313 b,1,3.185,12.9,1.1,47.7945
HD 204313 c,1,0.211,4.31,1.13,47.7945
HD 204313 e,1,7.457,12.2,1.13,47.7945
HD 204941 b,2,2.55,10.1,0.78,28.7165
HD 205158 b,1,0.177,13.9,1.88,86.6159
HD 205739 b,1,0.896,13.6,1.33,92.5087
HD 206255 b,1,0.461,6.47,2.22,75.2363
HD 206610 b,1,1.74,13.4,6.12,147.192
HD 206893 b,1,9.6,14.011,1.31,40.7583
HD 206893 c,1,3.53,16.365,1.31,40.7583
HD 207496 b,1,0.0629,2.25,0.77,23.606
HD 20781 b,2,0.0529,1.21,0.83,35.9715
HD 20781 c,2,0.1004,2.17,0.83,35.9715
HD 20781 d,2,0.1647,3.25,0.83,35.9715
HD 20781 e,2,0.3374,3.83,0.83,35.9715
HD 20782 b,2,1.3649,13.6,1.13,35.9864
HD 207832 b,3,0.586,14.2,0.89,58.9291
HD 207832 c,3,2.112,14,0.9,58.9291
HD 207897 b,1,0.117,2.343,0.78,28.2938
HD 20794 b,1,0.1207,1.45,0.92,6.00278
HD 20794 c,1,0.2036,1.35,0.92,6.00278
HD 20794 d,1,0.3499,2.04,0.92,6.00278
HD 20794 e,1,0.509,2.03,0.92,6.00278
HD 208487 b,1,0.524,14.2,1.2,45.147
HD 208527 b,1,2.1,12.5,51.1,312.202
HD 20868 b,1,0.95,13.7,0.76,47.7223
HD 208897 b,1,1.063,13.7,4.98,67.4872
HD 209458 b,1,0.04707,15.581,1.19,48.3016
HD 210193 b,1,1.487,14.3,1.06,42.2029
HD 210277 b,1,1.13,13.6,1.07,21.2985
HD 210702 b,1,1.079,13.6,4.54,54.1963
HD 211403 b,1,0.768,12.8,1.21,83.0919
HD 211810 b,1,2.656,14,1.13,64.6353
HD 211970 b,1,0.143,3.66,0.57,13.1277
HD 212301 b,2,0.03,14.2,1.16,54.2304
HD 212771 b,1,1.19,13.3,5.27,111.155
HD 213240 b,2,1.89,12.8,1.51,40.8707
HD 213472 b,1,13,13.1,1.43,64.4527
HD 213519 b,1,0.099,2.99,1.08,41.0014
HD 213885 b,1,0.02012,1.745,1.1,48.0883
HD 213885 c,1,0.056798,4.71,1.1,48.0883
HD 21411 b,1,0.362,9.52,0.83,29.1328
HD 214823 b,2,3.08,12.1,2.04,101.368
HD 215152 b,1,0.057638,1.19,0.73,21.5974
HD 215152 c,1,0.067393,1.17,0.73,21.5974
HD 215152 d,1,0.08799,1.48,0.73,21.5974
HD 215152 e,1,0.15417,1.51,0.73,21.5974
HD 21520 b,1,0.1726,2.697,1.04,79.208
HD 215497 b,1,0.05,2.4,0.85,40.5468
HD 215497 c,1,1.31,13,0.9,40.5468
HD 216435 b,1,2.56,13.7,1.8,32.9834
HD 216437 b,1,2.57,13,1.39,26.6902
HD 216520 b,1,0.198,3.18,0.76,19.552
HD 216520 c,1,0.528,3.03,0.76,19.552
HD 216536 b,1,0.61,13.8,9.83,376.233
HD 216770 b,1,0.46,14.1,0.93,36.6625
HD 21693 b,1,0.1455,2.8,0.91,33.255
HD 21693 c,1,0.2586,4.34,0.91,33.255
HD 217107 b,1,0.08,13.6,1.11,20.0619
HD 217107 c,1,5.32,13.2,1.2,20.0619
HD 21749 c,1,0.0695,0.892,0.7,16.32
HD 217786 b,2,2.446,12.3,1.27,55.4847
HD 217786 c,2,0.038,2.61,1.34,55.4847
HD 217958 b,1,3.758,14.2,1.33,61.7957
HD 218566 b,1,0.69,9.32,0.85,28.8274
HD 219077 b,1,5.935,12.5,1.91,29.1864
HD 219134 b,1,0.03876,1.602,0.78,6.53127
HD 219134 c,1,0.0653,1.511,0.78,6.53127
HD 219134 d,1,0.237,1.61,0.78,6.53127
HD 219134 f,1,0.1463,1.31,0.78,6.53127
HD 219134 g,1,0.3753,3.28,0.77,6.53127
HD 219134 h,1,3.11,12.7,0.77,6.53127
HD 219139 b,1,0.94,14,11.22,104.935
HD 219415 b,1,3.2,13.8,2.9,165.184
HD 219666 b,1,0.104,4.24,1.03,94.1719
HD 219828 b,1,0.049,4.59,1.56,73.114
HD 219828 c,1,5.657,12.2,1.61,73.114
HD 220074 b,1,1.6,12.2,54.92,324.54
HD 220197 b,1,2.729,9.32,0.98,64.411
HD 220689 b,1,3.396,13.7,1.07,46.8778
HD 220773 b,1,4.94,13.6,1.68,50.5103
HD 220842 b,2,0.74,13.1,1.42,64.6498
HD 221287 b,1,1.25,13.1,1.14,55.9231
HD 221416 b,1,0.1228,9.17,2.94,95.5483
HD 221420 b,1,10.1,12,1.95,31.1415
HD 221585 b,1,2.306,13.5,1.85,55.8535
HD 222076 b,1,1.83,13.5,4.1,91.1538
HD 222155 b,1,5.14,13.4,1.85,50.6078
HD 222237 b,1,10.8,12.8,0.71,11.4469
HD 222582 b,2,1.34,12.6,1.13,42.1586
HD 224538 b,1,2.375,12.7,1.54,79.0608
HD 224693 b,1,0.191,14,1.93,93.5015
HD 22496 b,1,0.051,2.22,0.67,13.5956
HD 22532 b,1,1.9,13.4,5.69,161.183
HD 22781 b,1,1.167,12.3,0.74,32.6034
HD 22946 d,1,0.2958,2.607,1.12,62.7792
HD 23079 b,1,1.6,13.2,1.07,33.4591
HD 23127 b,1,2.37,13.5,1.49,93.8555
HD 231701 b,1,0.567,13.7,1.53,108.877
HD 233604 b,1,0.747,12.7,10.9,847.058
HD 233832 b,2,2.827,13.5,0.68,58.742
HD 23472 b,1,0.1162,2,0.71,39.0341
HD 23472 c,1,0.1646,1.87,0.71,39.0341
HD 23472 d,1,0.04298,0.75,0.71,39.0341
HD 23472 e,1,0.068,0.818,0.71,39.0341
HD 23472 f,1,0.0906,1.137,0.71,39.0341
HD 235088 b,1,0.071,2.075,0.8,41.1706
HD 23596 b,2,2.694,12.4,1.53,52.0018
HD 238090 b,1,0.0932,2.52,0.57,15.2354
HD 238914 b,1,5.7,12.8,12.73,519.452
HD 240210 b,1,1.16,12.8,25.46,372.405
HD 240237 b,1,1.92,12.2,71.23,933.377
HD 24040 b,1,4.92,13,1.3,46.6224
HD 24040 c,1,1.3,9.35,1.39,46.6224
HD 24064 b,1,1.29,12.3,40,300.247
HD 24085 b,1,0.034,3.46,1.41,54.9004
HD 25015 b,1,6.248,12.5,0.83,37.433
HD 25171 b,2,2.971,13.9,1.23,55.6146
HD 25463 b,1,0.076,2.545,1.42,45.6181
HD 25463 c,1,0.0443,1.364,1.42,45.6181
HD 25723 b,1,1.49,13.3,13.76,114.816
HD 25912 b,1,0.242,6.9,1,49.1661
HD 25912 c,1,17.848,12.2,1,49.1661
HD 260655 b,1,0.02933,1.24,0.44,10.0055
HD 260655 c,1,0.04749,1.533,0.44,10.0055
HD 26161 b,1,10.087,11.9,1.46,40.9128
HD 2638 b,3,0.04,14.3,0.94,54.9621
HD 2685 b,1,0.0568,16.141,1.56,196.852
HD 27442 b,2,1.271,13.5,3.18,18.2704
HD 27631 b,1,3.242,13.5,0.92,50.2862
HD 27894 b,1,0.125,14.1,0.89,43.8214
HD 27894 c,1,0.198,8.24,0.89,43.8214
HD 27894 d,1,5.362,12.7,0.89,43.8214
HD 27969 b,1,1.552,12.9,1.27,67.9328
HD 28109 b,1,0.1357,2.199,1.45,139.611
HD 28109 c,1,0.308,4.23,1.45,139.611
HD 28109 d,1,0.411,3.25,1.45,139.611
HD 28185 b,1,1.035,12.8,1.03,39.3809
HD 28185 c,1,13.176,12.1,1.03,39.3809
HD 28192 b,1,0.118,12.2,1.07,49.8063
HD 28254 b,2,2.45,13,1.48,55.2884
HD 284149 AB b,2,431.16,12,1.36,117.807
HD 285507 b,1,0.06,13.8,0.69,45.0293
HD 285968 b,1,0.066,2.83,0.48,9.47045
HD 28678 b,1,1.18,13.5,6.48,189.908
HD 29021 b,1,2.28,12.9,0.85,30.9939
HD 290327 b,1,3.43,13.3,0.95,56.433
HD 29399 b,1,1.913,13.5,4.5,44.1518
HD 2952 b,1,1.117,13.9,10.9,110.103
HD 29985 b,1,13.39,12.8,0.57,31.2707
HD 30177 b,1,3.604,12.6,1.02,55.5867
HD 30177 c,1,10.258,12.7,1.18,55.5867
HD 30562 b,1,2.34,13.6,1.61,26.1597
HD 30669 b,1,2.69,14.3,0.91,58.0844
HD 30856 b,2,1.85,13.5,4.4,131.199
HD 31253 b,1,1.26,14.1,1.75,58.1438
HD 31527 b,1,0.1254,3.22,1.07,38.4473
HD 31527 c,1,0.2663,3.85,1.07,38.4473
HD 31527 d,1,0.8098,3.46,1.07,38.4473
